id,alcohol_consumption,location_class,workstatus,score,divorce,widowed,education,residence_region,babies,preteen,teens,income,engagement_religion,x1,tvhours,gender,response
citzen12910,Rarely,A,keeping house,,no,no,11,pacific,0,0,0,$25000 or more,more thn once wk,1,,1,Very Happy
citzen12911,Multiple times in a week,E,working fulltime,22,no,no,12,middle atlantic,0,1,1,$25000 or more,every week,1,1,0,Pretty Happy
citzen12912,Multiple times in a week,G,working fulltime,27,,,12,e. sou. central,0,0,0,$25000 or more,once a month,2,3,0,Not Happy
citzen12913,Multiple times in a week,G,other,37,no,no,13,foreign,0,0,0,$20000 - 24999,never,2,5,0,Not Happy
citzen12914,,D,working parttime,64,,no,20,w. nor. central,0,0,0,$25000 or more,every week,1,,1,Very Happy
citzen12916,Rarely,A,working fulltime,22,,no,12,middle atlantic,0,0,0,$25000 or more,nrly every week,3,,0,Pretty Happy
citzen12917,,E,working parttime,34,,no,13,e. nor. central,0,0,0,$10000 - 14999,more thn once wk,1,1,1,Not Happy
citzen12918,Once a week,D,working fulltime,35,,,12,e. nor. central,1,1,0,$25000 or more,never,2,3,0,Pretty Happy
citzen12919,2 - 3 times a month,D,working fulltime,35,,,14,e. nor. central,0,0,0,$15000 - 19999,once a year,2,8,1,Very Happy
citzen12920,Multiple times in a week,G,retired,66,yes,no,15,middle atlantic,0,0,0,,never,2,2,1,Not Happy
citzen12921,Occassional,C,working fulltime,60,no,no,16,w. nor. central,2,1,0,$25000 or more,never,2,1,0,Pretty Happy
citzen12922,Once a month,D,working fulltime,47,no,no,13,e. nor. central,0,0,0,$25000 or more,nrly every week,1,2,1,Very Happy
citzen12925,Never,B,working fulltime,56,,no,17,pacific,0,1,1,$25000 or more,nrly every week,3,0,0,Pretty Happy
citzen12927,Once a week,E,retired,,yes,no,14,w. nor. central,0,0,0,$25000 or more,lt once a year,3,,0,Very Happy
citzen12929,Once a week,C,working fulltime,44,,no,12,e. nor. central,0,0,2,$25000 or more,never,1,4,1,Pretty Happy
citzen1293,Once a month,B,working fulltime,86,,no,20,new england,0,0,0,,once a year,2,1,0,Pretty Happy
citzen12931,Rarely,C,working fulltime,37,yes,no,9,e. nor. central,1,1,0,$25000 or more,never,3,,1,Pretty Happy
citzen12932,Rarely,E,retired,61,yes,no,16,south atlantic,0,0,0,$25000 or more,once a year,3,,0,Very Happy
citzen12939,Occassional,G,retired,43,yes,no,5,w. sou. central,0,0,0,$8000 to 9999,never,2,6,0,Very Happy
citzen1294,Never,C,retired,36,no,no,8,middle atlantic,0,0,0,,every week,2,4,1,Very Happy
citzen12940,,A,working fulltime,39,,,15,w. sou. central,0,0,0,$25000 or more,never,1,,0,Not Happy
citzen12941,2 - 3 times a month,B,working fulltime,51,no,,12,w. nor. central,1,1,0,$25000 or more,once a month,1,,0,Very Happy
citzen12942,Multiple times in a week,G,keeping house,28,,,11,foreign,1,2,1,$15000 - 19999,2-3x a month,1,,1,Pretty Happy
citzen12944,Occassional,A,working parttime,43,no,no,17,e. nor. central,0,0,1,$25000 or more,sevrl times a yr,2,5,1,Pretty Happy
citzen12946,Once a week,D,working fulltime,57,,no,20,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,1,4,1,Pretty Happy
citzen1295,Never,B,working parttime,36,no,no,18,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,3,2,1,Very Happy
citzen12951,2 - 3 times a month,G,working fulltime,58,no,no,16,w. sou. central,1,0,0,$25000 or more,once a year,1,4,1,Pretty Happy
citzen12952,Never,G,working fulltime,42,,,14,w. nor. central,0,0,0,$10000 - 14999,more thn once wk,1,,1,Pretty Happy
citzen12953,Multiple times in a week,D,working fulltime,60,no,no,14,middle atlantic,0,3,0,$25000 or more,every week,1,,0,Very Happy
citzen12954,Occassional,A,school,42,no,no,15,foreign,0,0,0,$25000 or more,every week,2,2,1,Very Happy
citzen12957,Occassional,G,working fulltime,22,,no,14,south atlantic,0,0,0,$15000 - 19999,lt once a year,1,,0,Pretty Happy
citzen12959,Multiple times in a week,C,retired,31,no,,12,e. nor. central,0,0,0,$6000 to 6999,every week,1,8,1,Not Happy
citzen12963,2 - 3 times a month,F,working fulltime,20,,no,12,w. sou. central,2,1,0,$20000 - 24999,sevrl times a yr,2,4,0,Not Happy
citzen12966,Never,A,keeping house,64,no,no,16,e. nor. central,1,0,0,$25000 or more,more thn once wk,1,,1,Very Happy
citzen12967,2 - 3 times a month,A,keeping house,17,yes,,7,w. nor. central,0,0,0,$4000 to 4999,every week,1,,1,Pretty Happy
citzen12969,Once a month,A,working fulltime,68,,no,16,south atlantic,0,0,0,$25000 or more,once a year,1,2,1,Very Happy
citzen12971,Once a month,D,working fulltime,65,,,18,w. nor. central,0,0,0,$25000 or more,every week,1,,1,Pretty Happy
citzen12974,Once a week,G,retired,44,no,,12,pacific,0,0,0,$25000 or more,never,3,,0,Very Happy
citzen12975,Rarely,A,working fulltime,69,yes,no,13,e. nor. central,0,0,0,$25000 or more,lt once a year,3,,0,Pretty Happy
citzen12977,Rarely,G,working fulltime,74,,,12,pacific,0,0,0,$25000 or more,once a year,3,,1,Pretty Happy
citzen12979,2 - 3 times a month,C,"unempl, laid off",29,,,10,w. nor. central,0,0,0,$20000 - 24999,2-3x a month,1,,1,Not Happy
citzen1298,Never,B,working fulltime,66,,no,14,mountain,0,0,0,$25000 or more,,3,3,1,Pretty Happy
citzen12981,2 - 3 times a month,B,working fulltime,63,yes,no,16,south atlantic,0,1,2,$25000 or more,sevrl times a yr,1,,0,Very Happy
citzen12984,Never,C,school,,,,11,w. sou. central,0,0,0,,nrly every week,1,3,0,Pretty Happy
citzen1299,2 - 3 times a month,C,retired,31,no,,12,w. nor. central,0,0,0,$10000 - 14999,never,2,6,1,Pretty Happy
citzen12990,Once a week,G,keeping house,,no,no,11,e. nor. central,3,0,0,$10000 - 14999,once a month,1,,1,Very Happy
citzen12992,Occassional,D,working fulltime,60,yes,no,13,south atlantic,,,,$25000 or more,once a year,3,,0,Pretty Happy
citzen12994,2 - 3 times a month,F,working fulltime,49,no,no,16,middle atlantic,2,1,0,$25000 or more,every week,1,,0,Pretty Happy
citzen12996,Once a month,E,working fulltime,31,,,12,foreign,0,0,0,$25000 or more,more thn once wk,2,1,1,Very Happy
citzen12997,Once a month,E,working fulltime,51,,,12,w. sou. central,0,2,0,$25000 or more,sevrl times a yr,2,1,1,Pretty Happy
citzen12998,Occassional,D,working parttime,32,no,no,13,south atlantic,1,0,0,$25000 or more,,3,,1,Pretty Happy
citzen130,Once a week,C,working fulltime,31,,no,14,w. nor. central,0,0,0,$25000 or more,sevrl times a yr,2,2,0,Pretty Happy
citzen13000,Rarely,C,working parttime,42,,,13,pacific,1,0,0,$8000 to 9999,sevrl times a yr,2,3,1,Pretty Happy
citzen13001,Once a week,C,keeping house,36,no,no,11,w. nor. central,1,3,0,$20000 - 24999,never,1,6,1,Pretty Happy
citzen13003,Once a week,G,retired,51,yes,no,19,w. nor. central,0,0,0,$25000 or more,once a year,3,,0,Pretty Happy
citzen13004,2 - 3 times a month,G,working fulltime,62,no,no,12,e. sou. central,0,1,0,,once a year,2,,0,Very Happy
citzen13006,Once a week,A,working fulltime,43,no,no,18,south atlantic,0,2,0,$25000 or more,every week,3,2,1,Pretty Happy
citzen13008,Once a month,A,school,,,,8,e. sou. central,0,0,0,,never,2,3,0,Not Happy
citzen1301,Occassional,A,keeping house,64,no,no,18,e. nor. central,1,1,0,$25000 or more,2-3x a month,2,1,1,Very Happy
citzen13011,Once a week,G,temp not working,51,,,16,south atlantic,0,0,0,$25000 or more,never,2,2,0,Pretty Happy
citzen13012,Once a week,G,retired,55,,yes,15,south atlantic,0,0,0,$25000 or more,sevrl times a yr,1,,0,Pretty Happy
citzen13014,Occassional,B,working fulltime,28,,no,9,e. sou. central,0,1,0,$15000 - 19999,lt once a year,3,,1,Pretty Happy
citzen13015,Once a week,C,working fulltime,30,no,no,11,south atlantic,0,0,0,$25000 or more,more thn once wk,2,2,0,Pretty Happy
citzen13017,Once a month,B,working parttime,66,yes,no,16,new england,2,0,0,$25000 or more,every week,2,1,1,Pretty Happy
citzen13018,Occassional,E,working parttime,23,,no,6,south atlantic,0,0,0,,2-3x a month,2,3,1,Pretty Happy
citzen13019,Once a month,G,keeping house,33,yes,no,11,w. sou. central,0,1,1,$25000 or more,lt once a year,2,2,1,Not Happy
citzen1302,Once a month,B,working fulltime,30,yes,no,13,e. nor. central,0,1,1,$25000 or more,every week,3,0,1,Pretty Happy
citzen13021,Occassional,B,working fulltime,65,,,12,pacific,0,0,0,,once a year,1,,1,Pretty Happy
citzen13023,Never,E,working fulltime,36,no,no,12,middle atlantic,0,0,3,$25000 or more,lt once a year,3,4,0,Very Happy
citzen13025,Once a week,G,retired,44,yes,yes,11,new england,0,0,0,$25000 or more,more thn once wk,3,2,1,Pretty Happy
citzen13028,Once a week,D,retired,30,yes,no,13,e. nor. central,0,0,0,$15000 - 19999,lt once a year,3,4,0,Not Happy
citzen13030,Once a week,A,retired,,,no,12,south atlantic,,,0,,2-3x a month,2,2,0,Pretty Happy
citzen13031,Never,G,retired,70,no,,16,new england,0,0,0,$25000 or more,every week,1,2,1,Pretty Happy
citzen13032,2 - 3 times a month,C,working fulltime,24,,,12,e. nor. central,0,0,0,$15000 - 19999,once a year,1,4,0,Not Happy
citzen13035,2 - 3 times a month,G,retired,64,no,no,12,middle atlantic,0,0,0,$25000 or more,every week,1,3,0,Very Happy
citzen13039,Occassional,C,working parttime,75,no,no,19,new england,1,0,0,$25000 or more,sevrl times a yr,2,2,1,Pretty Happy
citzen1304,Once a week,D,working fulltime,51,no,no,18,pacific,0,2,0,$25000 or more,2-3x a month,3,1,0,Very Happy
citzen13040,2 - 3 times a month,B,working fulltime,30,,,14,e. nor. central,0,0,0,$25000 or more,once a year,3,,0,Pretty Happy
citzen13041,Once a month,D,working fulltime,29,no,no,12,new england,0,0,0,$8000 to 9999,every week,1,4,1,Pretty Happy
citzen13042,Rarely,F,working fulltime,51,,no,17,e. nor. central,0,0,0,$25000 or more,once a year,2,1,0,Very Happy
citzen13045,Occassional,D,working fulltime,51,no,no,14,e. nor. central,0,1,0,$25000 or more,every week,2,2,0,Pretty Happy
citzen13047,Once a week,B,other,34,,,14,e. nor. central,0,0,0,lt $1000,once a year,1,6,1,Pretty Happy
citzen13049,Multiple times in a week,E,school,,,,14,mountain,0,0,0,$8000 to 9999,sevrl times a yr,2,2,1,Not Happy
citzen13052,Occassional,A,retired,44,no,no,12,e. nor. central,0,0,0,$8000 to 9999,more thn once wk,3,,0,Pretty Happy
citzen13053,Occassional,B,working fulltime,62,no,no,12,mountain,1,0,0,$25000 or more,lt once a year,1,0,1,Pretty Happy
citzen13055,Once a week,C,keeping house,66,no,,16,e. nor. central,0,0,0,$25000 or more,every week,1,3,1,Pretty Happy
citzen13056,Occassional,A,keeping house,,,,11,south atlantic,1,0,0,$6000 to 6999,lt once a year,1,8,1,Pretty Happy
citzen13057,2 - 3 times a month,E,temp not working,30,yes,no,11,w. nor. central,0,0,0,$25000 or more,nrly every week,1,,1,Pretty Happy
citzen13063,2 - 3 times a month,E,working fulltime,51,no,no,12,e. nor. central,0,0,0,$25000 or more,every week,2,1,0,Very Happy
citzen13064,2 - 3 times a month,C,retired,46,yes,no,11,e. nor. central,0,0,0,$10000 - 14999,lt once a year,2,6,0,Very Happy
citzen13065,2 - 3 times a month,B,working fulltime,36,,,19,w. sou. central,0,0,0,$25000 or more,never,1,2,0,Very Happy
citzen13067,Occassional,G,working fulltime,,yes,no,11,mountain,0,0,0,,never,3,,1,Pretty Happy
citzen13068,Never,B,working parttime,74,,no,16,w. nor. central,0,2,0,$15000 - 19999,once a year,2,2,1,Pretty Happy
citzen13071,2 - 3 times a month,F,keeping house,,no,no,16,middle atlantic,2,1,0,$25000 or more,once a month,2,8,1,Pretty Happy
citzen13075,Multiple times in a week,C,working parttime,46,,,20,w. nor. central,0,0,0,$10000 - 14999,every week,1,,0,Not Happy
citzen13076,Once a week,D,school,39,,,11,e. nor. central,0,0,0,$25000 or more,lt once a year,1,,1,Pretty Happy
citzen13078,Rarely,F,working fulltime,32,,,9,middle atlantic,0,0,0,$25000 or more,never,1,2,0,Pretty Happy
citzen1308,,B,working fulltime,30,yes,,11,e. sou. central,0,0,1,$15000 - 19999,2-3x a month,1,4,1,Not Happy
citzen13081,Once a week,C,working fulltime,51,,,15,w. sou. central,0,0,0,$25000 or more,sevrl times a yr,3,3,0,Pretty Happy
citzen13082,Occassional,B,working fulltime,22,no,no,16,middle atlantic,0,0,0,$5000 to 5999,nrly every week,1,1,0,Very Happy
citzen13083,Never,G,working parttime,28,,,12,pacific,0,2,0,$25000 or more,2-3x a month,1,,0,Pretty Happy
citzen13084,Never,A,working parttime,46,no,no,16,new england,0,0,0,$25000 or more,never,1,2,0,Pretty Happy
citzen13085,Occassional,G,keeping house,,no,no,15,south atlantic,0,2,0,$25000 or more,never,1,3,1,Pretty Happy
citzen13088,Once a week,C,retired,66,no,,12,middle atlantic,0,0,0,$15000 - 19999,nrly every week,2,0,1,Pretty Happy
citzen13089,Once a month,C,working fulltime,39,,no,,foreign,0,0,2,$25000 or more,never,3,1,0,Pretty Happy
citzen13090,Multiple times in a week,G,working fulltime,51,no,no,13,foreign,0,0,1,,once a month,1,3,1,Not Happy
citzen13093,Multiple times in a week,G,working fulltime,74,no,no,17,south atlantic,0,0,0,$25000 or more,more thn once wk,2,1,0,Pretty Happy
citzen13095,2 - 3 times a month,G,working fulltime,65,no,no,16,e. sou. central,0,0,0,,sevrl times a yr,2,2,1,Pretty Happy
citzen13097,Once a week,G,keeping house,29,no,no,15,south atlantic,2,2,0,$25000 or more,every week,2,2,1,Pretty Happy
citzen13098,Once a month,A,working fulltime,42,,,14,w. sou. central,0,0,0,$25000 or more,never,3,4,0,Pretty Happy
citzen131,Once a month,A,keeping house,28,,,10,middle atlantic,0,0,0,$1000 to 2999,never,3,,1,Pretty Happy
citzen1310,Multiple times in a week,D,working parttime,21,no,,15,middle atlantic,0,0,3,$10000 - 14999,once a year,1,8,1,Not Happy
citzen13100,Once a week,C,working parttime,42,yes,no,,pacific,0,0,0,$25000 or more,never,2,5,1,Pretty Happy
citzen13101,Rarely,D,other,46,no,,14,middle atlantic,0,0,0,$20000 - 24999,2-3x a month,1,,1,Pretty Happy
citzen13107,Multiple times in a week,D,working parttime,36,,,14,pacific,0,0,0,$25000 or more,once a year,1,2,1,Very Happy
citzen13108,Occassional,A,working fulltime,40,no,no,,w. sou. central,0,0,0,$25000 or more,more thn once wk,3,,0,Pretty Happy
citzen13111,,G,retired,22,yes,,7,e. nor. central,0,0,0,$10000 - 14999,sevrl times a yr,1,6,0,Not Happy
citzen13112,2 - 3 times a month,E,working fulltime,86,no,no,20,w. sou. central,0,3,0,$25000 or more,2-3x a month,3,1,0,Very Happy
citzen13113,2 - 3 times a month,D,keeping house,60,no,no,13,middle atlantic,0,0,1,$15000 - 19999,every week,2,3,1,Very Happy
citzen13115,Once a week,D,retired,34,no,,11,pacific,0,0,0,$25000 or more,every week,2,2,0,Very Happy
citzen13116,Occassional,G,working fulltime,19,,no,14,e. nor. central,0,0,0,$25000 or more,lt once a year,1,,0,Pretty Happy
citzen13118,Once a week,C,working parttime,29,,,11,w. nor. central,0,0,0,$20000 - 24999,never,2,6,1,Pretty Happy
citzen1312,Occassional,A,working parttime,33,,no,16,e. nor. central,0,2,0,$25000 or more,every week,1,1,1,Pretty Happy
citzen13124,Once a week,G,working fulltime,60,no,no,,middle atlantic,0,0,0,$25000 or more,never,1,2,0,Pretty Happy
citzen13127,Once a week,A,working parttime,32,no,,8,middle atlantic,0,0,0,$10000 - 14999,never,2,6,0,Pretty Happy
citzen13129,,F,other,34,yes,no,8,middle atlantic,0,0,0,,sevrl times a yr,1,,1,Not Happy
citzen1313,Rarely,F,working fulltime,29,no,no,12,foreign,0,0,0,$25000 or more,2-3x a month,2,2,1,Pretty Happy
citzen13130,Multiple times in a week,B,"unempl, laid off",31,,no,11,e. nor. central,0,1,0,$4000 to 4999,every week,3,4,0,Not Happy
citzen13131,Once a month,G,working fulltime,32,yes,no,12,south atlantic,0,0,0,$25000 or more,every week,1,4,0,Very Happy
citzen13133,Once a week,D,working fulltime,52,yes,no,16,foreign,0,0,1,$25000 or more,every week,3,2,0,Pretty Happy
citzen13134,Once a month,B,keeping house,72,no,no,18,foreign,1,0,0,$25000 or more,every week,1,,1,Very Happy
citzen1314,2 - 3 times a month,D,retired,52,,,18,e. sou. central,0,0,0,$25000 or more,every week,1,,1,Very Happy
citzen13140,Never,C,working fulltime,28,,,15,mountain,0,0,0,$20000 - 24999,never,1,1,1,Pretty Happy
citzen13141,Once a month,F,keeping house,65,no,no,16,e. nor. central,0,2,2,$25000 or more,more thn once wk,1,,1,Very Happy
citzen13142,Once a month,A,working fulltime,61,no,no,17,e. nor. central,0,0,0,$25000 or more,once a month,2,1,0,Very Happy
citzen13143,Once a week,G,"unempl, laid off",66,,,20,e. nor. central,0,0,0,$15000 - 19999,every week,1,,0,Pretty Happy
citzen13146,Occassional,A,working fulltime,53,,,14,mountain,0,0,0,$20000 - 24999,sevrl times a yr,2,2,0,Pretty Happy
citzen13147,Once a month,A,other,36,,,12,south atlantic,0,0,0,$20000 - 24999,nrly every week,1,6,0,Pretty Happy
citzen13148,Rarely,E,working parttime,40,,no,9,e. sou. central,0,0,0,$15000 - 19999,sevrl times a yr,2,3,0,Pretty Happy
citzen1315,Once a month,E,retired,42,,no,10,middle atlantic,0,0,2,,once a month,3,1,0,Very Happy
citzen13151,Once a week,E,working parttime,51,,,8,middle atlantic,0,0,0,$25000 or more,every week,2,6,1,Pretty Happy
citzen13152,Never,C,working fulltime,22,no,no,11,w. nor. central,0,0,0,$15000 - 19999,sevrl times a yr,3,2,0,Pretty Happy
citzen13153,Multiple times in a week,F,keeping house,48,no,no,15,foreign,0,0,4,$25000 or more,never,1,2,1,Pretty Happy
citzen13154,Once a week,D,working parttime,21,,,12,pacific,0,0,0,$15000 - 19999,nrly every week,2,3,0,Pretty Happy
citzen13157,Never,A,working fulltime,32,,no,12,middle atlantic,0,0,0,$10000 - 14999,sevrl times a yr,1,,1,Pretty Happy
citzen13159,2 - 3 times a month,E,working fulltime,47,no,no,13,south atlantic,0,0,0,$25000 or more,once a year,2,4,1,Not Happy
citzen1316,Once a week,G,working fulltime,24,,,12,w. sou. central,0,0,0,$25000 or more,2-3x a month,2,1,0,Pretty Happy
citzen13160,Once a month,F,retired,47,yes,,12,w. sou. central,1,0,0,$25000 or more,more thn once wk,2,4,1,Pretty Happy
citzen13161,Once a month,B,school,,,,17,foreign,0,0,0,$25000 or more,never,3,5,0,Pretty Happy
citzen13164,Once a week,B,working fulltime,51,no,,18,pacific,0,0,0,$25000 or more,2-3x a month,3,2,1,Very Happy
citzen13165,2 - 3 times a month,C,working parttime,35,no,no,12,south atlantic,0,1,0,$25000 or more,never,1,,1,Very Happy
citzen13166,2 - 3 times a month,D,retired,34,no,,14,e. nor. central,0,0,0,,every week,1,6,1,Pretty Happy
citzen13167,Once a week,A,working fulltime,22,no,no,12,w. sou. central,0,0,0,$10000 - 14999,sevrl times a yr,1,,1,Pretty Happy
citzen13168,Occassional,B,working fulltime,57,,no,12,south atlantic,0,1,0,$25000 or more,sevrl times a yr,1,,1,Pretty Happy
citzen13169,Rarely,A,working fulltime,66,no,,17,middle atlantic,0,0,0,$25000 or more,nrly every week,1,,1,Pretty Happy
citzen13170,Occassional,G,keeping house,28,,,12,w. nor. central,1,0,0,$10000 - 14999,never,1,4,1,Very Happy
citzen13172,Once a week,G,keeping house,28,no,no,0,foreign,0,0,0,,every week,1,,1,Pretty Happy
citzen13174,Rarely,D,working fulltime,69,no,no,16,foreign,0,0,0,$25000 or more,once a month,3,,1,Very Happy
citzen13175,Occassional,D,working fulltime,51,,,15,pacific,0,0,0,$25000 or more,once a year,1,,0,Pretty Happy
citzen13179,Once a month,B,working fulltime,43,no,no,13,mountain,0,0,0,,once a month,2,2,1,Pretty Happy
citzen13180,Rarely,C,retired,24,no,,12,e. nor. central,0,0,0,,,2,4,1,Pretty Happy
citzen13181,Once a month,A,working fulltime,51,no,no,16,middle atlantic,1,1,0,$25000 or more,every week,2,1,1,Very Happy
citzen13183,2 - 3 times a month,A,working fulltime,41,no,no,13,middle atlantic,0,0,2,$25000 or more,more thn once wk,1,,1,Pretty Happy
citzen13184,Once a week,G,retired,33,yes,no,18,e. nor. central,0,0,0,$25000 or more,2-3x a month,2,4,0,Very Happy
citzen13185,Rarely,D,retired,44,no,,12,middle atlantic,0,0,0,$10000 - 14999,every week,1,,1,Pretty Happy
citzen13186,Multiple times in a week,A,working parttime,23,,,9,e. sou. central,0,1,0,,2-3x a month,1,,1,Very Happy
citzen13187,Never,A,keeping house,20,no,no,12,w. sou. central,2,0,0,$25000 or more,every week,2,5,1,Pretty Happy
citzen13188,Rarely,C,keeping house,,no,,12,e. sou. central,0,0,0,,every week,3,4,1,Pretty Happy
citzen13189,Multiple times in a week,B,working parttime,40,no,no,8,e. sou. central,0,0,0,$10000 - 14999,once a year,3,,0,Pretty Happy
citzen1319,Once a week,F,working fulltime,62,no,no,19,w. sou. central,0,0,0,$25000 or more,once a year,1,,1,Pretty Happy
citzen13190,Once a month,G,working fulltime,22,,,11,foreign,0,0,0,$20000 - 24999,once a year,1,2,0,Very Happy
citzen13192,2 - 3 times a month,C,retired,60,no,,10,w. sou. central,0,0,0,,more thn once wk,3,,1,Very Happy
citzen13195,2 - 3 times a month,G,working fulltime,31,,,16,middle atlantic,0,0,0,$25000 or more,never,1,,0,Pretty Happy
citzen13197,Once a week,D,working fulltime,42,no,no,12,new england,2,2,0,$25000 or more,never,2,2,1,Pretty Happy
citzen13198,Rarely,,school,44,,no,15,foreign,0,0,0,$20000 - 24999,never,1,,0,Pretty Happy
citzen13199,2 - 3 times a month,G,working parttime,32,yes,,12,mountain,0,0,0,$25000 or more,lt once a year,2,3,1,Pretty Happy
citzen1320,Once a month,B,working fulltime,42,,no,8,e. sou. central,2,0,0,$1000 to 2999,,2,4,0,Pretty Happy
citzen13201,Occassional,A,retired,63,no,no,16,pacific,0,0,0,$25000 or more,never,2,2,1,Pretty Happy
citzen13203,Never,B,working fulltime,30,,,13,w. sou. central,0,2,0,,,3,,0,Pretty Happy
citzen13206,Occassional,D,working fulltime,29,,,15,e. sou. central,0,0,0,$8000 to 9999,once a month,3,2,1,Pretty Happy
citzen13208,Once a week,B,retired,28,,no,10,middle atlantic,0,0,0,$8000 to 9999,lt once a year,2,5,0,Not Happy
citzen13212,Occassional,D,school,20,,,9,w. nor. central,2,0,1,$25000 or more,2-3x a month,1,3,1,Pretty Happy
citzen13213,Rarely,B,temp not working,51,,no,14,e. nor. central,0,0,1,$25000 or more,once a year,1,2,1,Pretty Happy
citzen13214,Rarely,G,working fulltime,44,,no,12,e. sou. central,0,0,1,$25000 or more,2-3x a month,1,3,0,Pretty Happy
citzen13215,2 - 3 times a month,A,working fulltime,48,no,no,13,e. nor. central,0,0,0,$25000 or more,once a month,2,3,1,Very Happy
citzen13216,Occassional,B,working fulltime,51,,,16,w. nor. central,0,0,0,$10000 - 14999,once a year,1,1,1,Pretty Happy
citzen13218,Multiple times in a week,C,retired,,no,no,8,e. sou. central,0,0,0,$10000 - 14999,once a year,1,15,1,Not Happy
citzen13219,Once a month,D,working parttime,69,no,no,3,middle atlantic,0,0,0,,sevrl times a yr,1,,1,Pretty Happy
citzen1322,Never,C,working fulltime,50,no,no,12,e. nor. central,0,1,2,,every week,1,,1,Very Happy
citzen13220,Never,G,other,44,,,14,foreign,0,0,0,lt $1000,2-3x a month,1,4,1,Very Happy
citzen13222,Never,C,working fulltime,34,,,12,e. nor. central,0,0,2,$15000 - 19999,more thn once wk,3,0,1,Pretty Happy
citzen13228,Rarely,D,retired,32,no,,10,south atlantic,0,1,0,,nrly every week,2,3,1,Pretty Happy
citzen13229,Once a month,C,retired,51,no,no,13,e. nor. central,0,0,0,$25000 or more,nrly every week,1,4,0,Very Happy
citzen1323,Once a month,G,keeping house,24,no,,12,e. nor. central,0,0,0,$15000 - 19999,once a month,3,5,1,Pretty Happy
citzen13230,Occassional,E,"unempl, laid off",61,yes,no,18,foreign,0,0,1,,never,1,,1,Pretty Happy
citzen13231,Never,D,working parttime,69,,,16,new england,0,0,0,$8000 to 9999,every week,1,,1,Pretty Happy
citzen13234,2 - 3 times a month,E,working fulltime,35,yes,no,12,w. nor. central,0,0,0,,every week,2,2,1,Pretty Happy
citzen1324,Never,C,working parttime,57,no,no,12,pacific,0,2,0,$25000 or more,every week,1,,1,Pretty Happy
citzen13240,2 - 3 times a month,C,working fulltime,28,no,no,12,e. nor. central,0,2,0,,lt once a year,2,3,1,Very Happy
citzen13241,2 - 3 times a month,E,working fulltime,41,,no,13,mountain,0,0,0,$15000 - 19999,sevrl times a yr,1,,0,Pretty Happy
citzen13243,Once a month,C,working fulltime,62,,no,18,e. nor. central,0,0,1,$25000 or more,never,2,2,1,Pretty Happy
citzen13244,2 - 3 times a month,G,other,22,no,,11,south atlantic,0,0,0,$8000 to 9999,2-3x a month,2,4,0,Pretty Happy
citzen13245,2 - 3 times a month,C,retired,47,no,,10,new england,0,0,0,$20000 - 24999,lt once a year,2,3,0,Not Happy
citzen13247,2 - 3 times a month,A,working fulltime,33,no,no,16,south atlantic,0,0,0,$25000 or more,sevrl times a yr,3,,0,Very Happy
citzen1325,Never,C,temp not working,51,,no,11,pacific,0,0,0,$25000 or more,once a year,2,1,0,Pretty Happy
citzen13250,2 - 3 times a month,D,working fulltime,59,,,12,e. sou. central,0,1,0,$20000 - 24999,more thn once wk,2,4,1,Pretty Happy
citzen13252,Never,A,keeping house,46,no,,12,foreign,0,0,0,$10000 - 14999,2-3x a month,2,6,1,Very Happy
citzen13253,Occassional,B,retired,30,,no,9,south atlantic,0,0,0,$1000 to 2999,2-3x a month,3,,0,Pretty Happy
citzen13254,2 - 3 times a month,C,working fulltime,55,,no,17,middle atlantic,0,0,1,$25000 or more,sevrl times a yr,2,5,1,Pretty Happy
citzen13262,Once a month,B,working fulltime,40,yes,no,11,w. sou. central,0,0,0,,lt once a year,2,4,0,Very Happy
citzen13264,Rarely,D,working fulltime,49,no,no,16,e. nor. central,0,0,0,,never,2,3,1,Very Happy
citzen13266,Once a week,D,working fulltime,44,,,16,e. nor. central,0,0,0,,sevrl times a yr,2,2,0,Pretty Happy
citzen13268,Occassional,B,working fulltime,46,no,no,16,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,1,,1,Very Happy
citzen13269,Occassional,A,working parttime,29,,,12,middle atlantic,0,2,0,$8000 to 9999,every week,2,4,1,Pretty Happy
citzen13270,Once a week,E,retired,69,no,no,20,middle atlantic,0,0,0,$25000 or more,never,2,0,1,Pretty Happy
citzen13275,Never,E,working fulltime,51,yes,no,14,e. sou. central,0,0,0,$25000 or more,once a month,1,2,0,Pretty Happy
citzen13276,Rarely,D,"unempl, laid off",33,,,13,foreign,1,2,0,$25000 or more,sevrl times a yr,1,2,0,Very Happy
citzen13277,2 - 3 times a month,B,working fulltime,30,,,12,e. sou. central,0,0,0,$25000 or more,once a month,3,,0,Pretty Happy
citzen1328,Once a month,C,working parttime,22,no,no,12,e. nor. central,0,0,0,$25000 or more,nrly every week,1,4,1,Very Happy
citzen13280,Multiple times in a week,G,retired,33,no,,12,middle atlantic,0,0,0,$10000 - 14999,every week,3,6,1,Not Happy
citzen13281,2 - 3 times a month,B,working fulltime,36,yes,,18,middle atlantic,0,2,1,$25000 or more,never,3,1,0,Very Happy
citzen13282,Never,D,working fulltime,51,no,no,12,w. sou. central,0,2,0,$25000 or more,once a month,2,2,1,Pretty Happy
